,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,year
629,Samsung Galaxy A70s,Samsung,Galaxy A70s,4500,6.7,Yes,1080,2400,8,6000,128,64,32,Android,Yes,Yes,Yes,1,No,No,25999,410.00 ,
630,iPhone 11 Pro,Apple,iPhone 11 Pro,3046,5.8,Yes,1125,2436,6,4000,64,12,12,iOS,Yes,Yes,Yes,2,Yes,Yes,96900,999.00 ,
631,Samsung Galaxy A20s,Samsung,Galaxy A20s,4000,6.5,Yes,720,1560,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999,170.00 ,
632,Oppo Reno 2F,Oppo,Reno 2F,4000,6.53,Yes,1080,2340,8,8000,128,48,16,Android,Yes,Yes,No,1,No,No,20900,370.00 ,
633,Samsung Galaxy A30s,Samsung,Galaxy A30s,4000,6.4,Yes,720,1560,8,4000,64,25,16,Android,Yes,Yes,Yes,2,Yes,Yes,13980,240.00 ,
634,Lava Z93,Lava,Z93,3500,6.22,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,8099,115.00 ,
635,HTC Wildfire X,HTC,Wildfire X,3300,6.22,Yes,720,1520,8,3000,32,12,8,Android,Yes,Yes,No,2,Yes,Yes,7999,140.00 ,
636,Samsung Galaxy A10s,Samsung,Galaxy A10s,4000,6.2,Yes,720,1520,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8499,135.00 ,
637,Huawei Mate 30 Pro,Huawei,Mate 30 Pro,4500,6.53,Yes,1176,2400,8,8000,128,40,32,Android,Yes,Yes,Yes,2,Yes,Yes,77299,1200.00 ,
638,Samsung Galaxy Note 10,Samsung,Galaxy Note 10,3500,6.3,Yes,1080,2280,8,8000,256,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,69999,949.00 ,
639,Tecno Phantom 9,Tecno,Phantom 9,3500,6.4,Yes,1080,2340,8,6000,128,16,32,Android,Yes,Yes,Yes,2,Yes,Yes,12999,210.00 ,
640,LG W30 Pro,LG,W30 Pro,4050,6.22,Yes,720,1520,8,4000,64,13,16,Android,Yes,Yes,No,2,Yes,Yes,12480,175.00 ,
641,Vivo Y12,Vivo,Y12,5000,6.35,Yes,720,1544,8,3000,64,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9550,175.00 ,
642,Itel A46,Itel,A46,2400,5.45,Yes,720,1440,8,2000,16,8,5,Android,No,No,No,1,No,No,4450,70.00 ,
643,Huawei Y9 Prime 2019,Huawei,Y9 Prime 2019,4000,6.59,Yes,1080,2340,8,4000,128,16,16,Android,Yes,Yes,No,2,Yes,Yes,14450,225.00 ,
644,Samsung Galaxy A80,Samsung,Galaxy A80,3700,6.7,Yes,1080,2400,8,8000,128,48,0,Android,Yes,Yes,Yes,2,Yes,Yes,35990,670.00 ,
645,Oppo Reno,Oppo,Reno,3765,6.4,Yes,1080,2340,8,8000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,26990,460.00 ,
646,Samsung Galaxy A2 Core,Samsung,Galaxy A2 Core,2600,5,Yes,540,960,8,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5290,75.00 ,
647,Samsung Galaxy A20,Samsung,Galaxy A20,4000,6.4,Yes,720,1560,8,3000,32,13,8,Android,Yes,Yes,No,1,No,No,9900,175.00 ,
648,Vivo Y91i,Vivo,Y91i,4030,6.22,Yes,720,1520,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6799,115.00 ,
649,Panasonic Eluga Ray 800,Panasonic,Eluga Ray 800,4000,5.5,Yes,1080,1920,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,6488,140.00 ,
650,Lava Z40,Lava,Z40,2250,4,Yes,400,800,4,1000,8,2,2,Android,Yes,Yes,Yes,2,Yes,Yes,3499,50.00 ,
651,Samsung Galaxy Fold,Samsung,Galaxy Fold,4380,7.3,Yes,1536,2152,8,12000,512,16,10,Android,Yes,Yes,Yes,2,Yes,Yes,164999,1980.00 ,
652,Gionee F205 Pro,Gionee,F205 Pro,3000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,4488,77.00 ,
653,Tecno Camon iAce 2X,Tecno,Camon iAce 2X,3050,5.5,Yes,720,1440,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5899,100.00 ,
654,Tecno Camon iAce 2,Tecno,Camon iAce 2,3050,5.5,Yes,720,1440,4,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5199,85.00 ,
655,Coolpad Cool 3,Coolpad,Cool 3,3000,5.71,Yes,720,1520,8,3000,32,8,5,Android,Yes,Yes,No,2,No,No,4649,85.00 ,
656,Vivo Y91,Vivo,Y91,4030,6.22,Yes,720,1520,8,2000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,8349,150.00 ,
657,Itel A44 Air,Itel,A44 Air,2400,5.45,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3751,65.00 ,
658,Oppo R15 Pro,Oppo,R15 Pro,3400,6.28,Yes,1080,2280,8,6000,128,20,20,Android,Yes,Yes,Yes,2,Yes,Yes,14299,400.00 ,
659,10.or G2,10.or,G2,5000,6.18,Yes,1080,2246,8,4000,64,16,12,Android,Yes,Yes,Yes,2,Yes,Yes,7999,160.00 ,
660,Xolo Era 4X,Xolo,Era 4X,3000,5.45,Yes,720,1440,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999,70.00 ,
661,Micromax Infinity N11,Micromax,Infinity N11,4000,6.19,Yes,720,1500,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5899,120.00 ,
662,Tambo TA-3,Tambo,TA-3,2100,4.95,Yes,480,960,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3790,80.00 ,
663,Tambo TA-2,Tambo,TA-2,2500,5,Yes,480,854,8,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3400,70.00 ,
664,Meizu M6T,Meizu,M6T,3300,5.7,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,8999,120.00 ,
665,Meizu C9,Meizu,C9,3000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,3539,80.00 ,
666,Motorola Moto G7 Power,Motorola,Moto G7 Power,5000,6.2,Yes,720,1520,8,3000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,10870,250.00 ,
667,Motorola Moto G7,Motorola,Moto G7,3000,6.2,Yes,1080,2270,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,8961,300.00 ,
668,Itel A44 Power,Itel,A44 Power,4000,5.45,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3990,70.00 ,
669,Vivo Y95,Vivo,Y95,4030,6.22,Yes,720,1520,8,4000,64,13,20,Android,Yes,Yes,Yes,1,No,No,10499,260.00 ,
670,Lava Z81,Lava,Z81,3000,5.7,Yes,720,1440,4,2000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999,140.00 ,
671,Vivo Y93,Vivo,Y93,4030,6.2,Yes,720,1580,8,3000,64,13,8,Android,Yes,Yes,Yes,1,No,No,9950,215.00 ,
672,Micromax Bharat 5 Infinity Edition,Micromax,Bharat 5 Infinity Edition,5000,5.45,Yes,720,1440,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4699,80.00 ,
673,Micromax Spark Go,Micromax,Spark Go,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3099,60.00 ,
674,Panasonic Eluga Z1 Pro,Panasonic,Eluga Z1 Pro,4000,6.19,Yes,720,1500,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,8490,200.00 ,
675,Panasonic Eluga Z1,Panasonic,Eluga Z1,4000,6.19,Yes,720,1500,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,6990,180.00 ,
676,Panasonic Eluga Ray 530,Panasonic,Eluga Ray 530,3000,5.7,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,140.00 ,
677,Razer Phone 2,Razer,Phone 2,4000,5.72,Yes,1440,2560,8,8000,64,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,54990,800.00 ,
678,iVoomi Z1,iVoomi,Z1,2800,5.67,Yes,720,1498,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4490,100.00 ,
679,Panasonic Eluga X1,Panasonic,Eluga X1,3000,6.18,Yes,1080,2246,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8899,300.00 ,
680,Intex Staari 11,Intex,Staari 11,2400,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,80.00 ,
681,iVoomi iPro,iVoomi,iPro,2000,4.95,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999,60.00 ,
682,Vivo V11,Vivo,V11,3315,6.3,Yes,1080,2340,8,6000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,14229,330.00 ,
683,Motorola One,Motorola,One,3000,5.9,Yes,720,1440,8,4000,64,13,8,Android,Yes,Yes,No,1,No,No,9490,350.00 ,
684,HTC U12 Life,HTC,U12 Life,3600,6,Yes,1080,2160,8,4000,64,16,13,Android,Yes,Yes,Yes,2,No,No,12990,390.00 ,
685,Yu Ace,Yu,Ace,4000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,3999,90.00 ,
686,Homtom H5,Homtom,H5,3300,5.5,Yes,720,1440,8,3000,32,16,8,Android,Yes,Yes,No,2,Yes,Yes,4840,100.00 ,
687,Homtom H3,Homtom,H3,3500,5.5,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,4900,90.00 ,
688,Homtom H1,Homtom,H1,3000,5.5,Yes,640,1280,8,2000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,3749,80.00 ,
689,Lava Z60s,Lava,Z60s,2500,5,Yes,720,1080,4,1000,16,5,5,Android,Yes,Yes,Yes,1,No,No,4890,80.00 ,
690,Itel A22 Pro,Itel,A22 Pro,2400,5,Yes,480,960,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4350,75.00 ,
691,Itel A45,Itel,A45,2700,5.45,Yes,720,1440,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,85.00 ,
692,Samsung Galaxy A8 Star,Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64,16,24,Android,Yes,Yes,Yes,2,No,No,20800,500.00 ,
693,Vivo Y83 Pro,Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64,13,8,Android,Yes,Yes,Yes,1,No,No,13950,215.00 ,
694,Tecno Camon iSky 2,Tecno,Camon iSky 2,3050,5.5,Yes,720,1440,4,2000,16,13,13,Android,Yes,Yes,No,2,Yes,Yes,5899,100.00 ,
695,Tecno Camon iACE,Tecno,Camon iACE,3050,5.5,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,4599,90.00 ,
696,Oppo R17,Oppo,R17,3500,6.4,Yes,1080,2280,8,8000,128,16,25,Android,Yes,Yes,Yes,1,No,No,17990,500.00 ,
697,Meizu 16,Meizu,16,3010,6,Yes,1080,2160,8,6000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,19490,395.00 ,
698,BlackBerry Evolve,BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64,13,16,Android,Yes,Yes,Yes,1,No,No,13999,365.00 ,
699,Samsung Galaxy On8 (2018),Samsung,Galaxy On8 (2018),3500,6,Yes,720,1480,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,19990,240.00 ,
700,Tecno Camon iTwin,Tecno,Camon iTwin,4000,6,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8990,155.00 ,
701,Vivo Y71i,Vivo,Y71i,3285,6,Yes,720,1440,4,2000,16,8,5,Android,No,Yes,No,1,No,No,7500,116.00 ,
702,Alcatel 5V,Alcatel,5V,4000,6.2,Yes,720,1500,8,3000,32,12,8,Android,Yes,Yes,Yes,1,No,No,12999,199.00 ,
703,Intex Infie 33,Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,80.00 ,
704,Intex Infie 3,Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3450,60.00 ,
705,Oppo A3s,Oppo,A3s,4230,6.2,Yes,720,1520,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,7450,160.00 ,
706,Oppo A5,Oppo,A5,4230,6.2,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8990,225.00 ,
707,Vivo Z10,Vivo,Z10,3225,6,Yes,720,1440,8,4000,32,16,24,Android,Yes,Yes,Yes,1,No,No,7994,300.00 ,
708,Samsung Galaxy On6,Samsung,Galaxy On6,3000,5.6,Yes,720,1480,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,17600,175.00 ,
709,Alcatel 1,Alcatel,1,2000,5,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,3499,90.00 ,
710,Vivo Y81,Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9790,200.00 ,
711,Panasonic P90,Panasonic,P90,2400,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899,70.00 ,
712,Lephone Dazen 6A,Lephone,Dazen 6A,3000,5.7,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,7900,100.00 ,
713,Comio C1 Pro,Comio,C1 Pro,2500,5,Yes,720,1440,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499,85.00 ,
714,iVoomi V5,iVoomi,V5,2800,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999,60.00 ,
715,LG Q Stylus+,LG,Q Stylus+,3300,6.2,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,16999,400.00 ,
716,LG Q Stylus,LG,Q Stylus,3300,6.2,Yes,1080,2160,8,3000,32,16,5,Android,Yes,Yes,Yes,1,No,No,14999,350.00 ,
717,Lenovo A5,Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5300,100.00 ,
718,Nokia 3.1,Nokia,3.1,2990,5.2,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5994,160.00 ,
719,Aqua Jazz,Aqua,Jazz,2800,5,Yes,720,1280,4,1000,16,13,5,Android,Yes,Yes,No,1,No,No,4599,70.00 ,
720,Vivo Y83,Vivo,Y83,3260,6.22,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10399,225.00 ,
721,BlackBerry KEY2,BlackBerry,KEY2,3500,4.5,Yes,1080,1620,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,19994,650.00 ,
722,Mobiistar CQ,Mobiistar,CQ,3000,5,Yes,720,1280,4,2000,16,8,13,Android,Yes,Yes,No,2,Yes,Yes,4294,75.00 ,
723,Micromax Bharat Go,Micromax,Bharat Go,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3789,50.00 ,
724,iVoomi i2,iVoomi,i2,4000,5.45,Yes,720,1440,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,4299,115.00 ,
725,LG Q7+,LG,Q7+,3000,5.5,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,11849,400.00 ,
726,LG Q7,LG,Q7,3000,5.5,Yes,1080,2160,8,3000,32,13,8,Android,Yes,Yes,Yes,1,No,No,8875,350.00 ,
727,HTC U12+,HTC,U12+,3500,6,Yes,1440,2880,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,74990,800.00 ,
728,Nokia X6,Nokia,X6,3060,5.8,Yes,1080,2280,8,4000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,6999,250.00 ,
729,Kult Impulse,Kult,Impulse,4000,5.99,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,No,No,4378,150.00 ,
730,Samsung Galaxy J4,Samsung,Galaxy J4,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6924,150.00 ,
731,Karbonn Frames S9,Karbonn,Frames S9,2900,5.2,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,No,No,6999,100.00 ,
732,Intex Staari 10,Intex,Staari 10,2800,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,120.00 ,
733,Panasonic P95,Panasonic,P95,2300,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3675,90.00 ,
734,LG G7 ThinQ,LG,G7 ThinQ,3000,6.1,Yes,1440,3120,8,4000,64,16,8,Android,Yes,Yes,Yes,2,No,No,35999,750.00 ,
735,Samsung Galaxy A6,Samsung,Galaxy A6,3000,5.6,Yes,720,1480,8,4000,32,16,16,Android,Yes,Yes,Yes,1,No,No,12999,350.00 ,
736,Samsung Galaxy J2 (2018),Samsung,Galaxy J2 (2018),2600,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6799,120.00 ,
737,Vivo Y53i,Vivo,Y53i,2500,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7706,110.00 ,
738,Vivo V9 Youth,Vivo,V9 Youth,3260,6.3,Yes,1080,2280,8,4000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8990,300.00 ,
739,Moto E5,Motorola,Moto E5,4000,5.7,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7950,150.00 ,
740,Vivo Y71,Vivo,Y71,3360,6,Yes,720,1440,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8500,170.00 ,
741,Coolpad A1,Coolpad,A1,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,1,No,No,4590,100.00 ,
742,Samsung Galaxy J7 Duo,Samsung,Galaxy J7 Duo,3000,5.5,Yes,720,1280,8,4000,32,13,8,Android,Yes,Yes,Yes,2,No,No,10640,210.00 ,
743,Honor 7A,Honor,7A,3000,5.7,Yes,720,1440,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,130.00 ,
744,Lava Z91,Lava,Z91,3000,5.7,Yes,720,1440,4,2000,16,13,8,Android,No,No,No,2,No,No,7999,180.00 ,
745,Oppo A83 (2018),Oppo,A83 (2018),3180,5.7,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9490,200.00 ,
746,LG K9,LG,K9,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,6299,150.00 ,
747,Samsung Galaxy J7 Prime 2,Samsung,Galaxy J7 Prime 2,3300,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,10500,200.00 ,
748,Intex Aqua Lions E3,Intex,Aqua Lions E3,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3999,80.00 ,
749,Itel A44 Pro,Itel,A44 Pro,2400,5.45,Yes,720,1440,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,3890,90.00 ,
750,Itel A44,Itel,A44,2400,5.45,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600,80.00 ,
751,Moto G6 Plus,Motorola,Moto G6 Plus,3200,5.93,Yes,1080,2160,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,12900,380.00 ,
752,Lava Z50,Lava,Z50,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4540,68.00 ,
753,Sony Xperia XZ2,Sony,Xperia XZ2,3180,5.7,Yes,1080,2160,8,4000,64,19,5,Android,Yes,Yes,Yes,2,Yes,Yes,57900,800.00 ,
754,Nokia 8110 4G,Nokia,8110 4G,1500,2.45,No,240,320,2,512,4,2,0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,2999,97.00 ,
755,Alcatel 3V,Alcatel,3V,3000,6,Yes,1080,2160,4,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999,220.00 ,
756,Alcatel 3X,Alcatel,3X,3000,5.7,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,180.00 ,
757,Cat S61,Cat,S61,4500,5.2,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,No,1,No,No,67900,999.00 ,
758,Karbonn Titanium Jumbo 2,Karbonn,Titanium Jumbo 2,4000,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8226,95.00 ,
759,Celkon UniQ,Celkon,UniQ,2700,5,Yes,720,1280,4,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7249,120.00 ,
760,Comio C2 Lite,Comio,C2 Lite,3900,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,80.00 ,
761,Comio S1 Lite,Comio,S1 Lite,3050,5,Yes,720,1280,4,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5399,120.00 ,
762,Ziox Duopix F9,Ziox,Duopix F9,2500,5,Yes,720,1280,4,1000,16,8,8,Android,Yes,Yes,Yes,1,No,No,3599,90.00 ,
763,Intex Aqua Lions T1 Lite,Intex,Aqua Lions T1 Lite,2200,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,3799,60.00 ,
764,Panasonic P100,Panasonic,P100,2200,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,4499,85.00 ,
765,InFocus A2,InFocus,A2,2400,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,1,No,No,3899,80.00 ,
766,Oppo A71 (2018),Oppo,A71 (2018),3000,5.2,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999,180.00 ,
767,Vivo Y53,Vivo,Y53,2500,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8490,150.00 ,
768,Ziox Astra Star,Ziox,Astra Star,2350,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799,70.00 ,
769,HTC U11 EYEs,HTC,U11 EYEs,3930,6,Yes,1080,2160,8,4000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999,500.00 ,
770,Karbonn Titanium Frames S7,Karbonn,Titanium Frames S7,3000,5.5,Yes,1080,1920,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,4799,100.00 ,
771,iVoomi i1s,iVoomi,i1s,3000,5.45,Yes,640,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999,115.00 ,
772,Sony Xperia L2,Sony,Xperia L2,3300,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,73300,250.00 ,
773,Sony Xperia XA2 Ultra,Sony,Xperia XA2 Ultra,3580,6,Yes,1080,1920,8,4000,32,23,16,Android,Yes,Yes,Yes,2,Yes,Yes,74164,450.00 ,
774,Micromax Bharat 5 Plus,Micromax,Bharat 5 Plus,5000,5.2,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,4470,90.00 ,
775,Gionee S10 Lite,Gionee,S10 Lite,3100,5.2,Yes,720,1280,4,4000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,6290,200.00 ,
776,Ziox Duopix R1,Ziox,Duopix R1,2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3199,100.00 ,
777,Celkon Star 4G+,Celkon,Star 4G+,1800,4,Yes,480,800,4,512,4,3.2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999,70.00 ,
778,Karbonn K9 Music 4G,Karbonn,K9 Music 4G,2200,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4190,70.00 ,
779,Itel A20,Itel,A20,1700,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,3749,50.00 ,
780,Jivi Revolution TnT3,Jivi,Revolution TnT3,2300,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2550,60.00 ,
781,Panasonic Eluga I9,Panasonic,Eluga I9,2500,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5490,120.00 ,
782,Intex Elyt E6,Intex,Elyt E6,4000,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6729,115.00 ,
783,Micromax Bharat 2 Plus,Micromax,Bharat 2 Plus,1600,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2340,50.00 ,
784,Micromax Canvas Infinity Pro,Micromax,Canvas Infinity Pro,3000,5.7,Yes,720,1440,8,4000,64,20,16,Android,Yes,Yes,Yes,2,Yes,Yes,6999,215.00 ,
785,Kult Ambition,Kult,Ambition,2600,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,No,2,Yes,Yes,3999,110.00 ,
786,Micromax Bharat 5,Micromax,Bharat 5,5000,5.2,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4790,90.00 ,
787,Intex Elyt Dual,Intex,Elyt Dual,2400,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5295,90.00 ,
788,Gionee F205,Gionee,F205,2670,5.45,Yes,720,1440,8,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999,120.00 ,
789,Panasonic P91,Panasonic,P91,2500,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,No,Yes,2,Yes,Yes,7990,85.00 ,
790,Infinix Zero 5,Infinix,Zero 5,4350,5.98,Yes,1080,1920,8,6000,64,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,12999,275.00 ,
791,Intex Aqua Jewel 2,Intex,Aqua Jewel 2,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4970,80.00 ,
792,Intex Aqua Lions T1,Intex,Aqua Lions T1,2700,5.2,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4495,75.00 ,
793,Karbonn K9 Smart Eco,Karbonn,K9 Smart Eco,2300,5,Yes,480,854,4,1000,8,2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999,60.00 ,
